Date,Dew Point Temperature (C),Average Temperature (C),Visibility (mi),Average Wind Speed (knots),Maximum Sustained Wind Speed (knots),Maximum Gust (knots),Maximum Temperature (C),Minimum Temperature (C),Precipitation (in)
5/23/20,22.16666666666667,27.61111111111111,5.9,3.7,5.8,9.9,31.0,23.88888888888889,0.06
5/24/20,22.333333333333332,27.88888888888889,5.4,3.4,7.8,10.5,31.0,23.61111111111111,0.02
5/25/20,24.166666666666668,27.61111111111111,4.8,4.8,7.8,11.8,30.0,24.777777777777775,0.21
5/26/20,22.944444444444443,29.055555555555557,5.9,5.3,9.7,19.4,33.888888888888886,25.0,0.09
5/27/20,20.222222222222225,26.333333333333336,6.1,5.5,10.9,16.5,33.888888888888886,22.88888888888889,0.38
5/28/20,21.944444444444443,27.61111111111111,5.4,2.9,5.8,999.9,30.5,22.88888888888889,0.06
5/29/20,24.055555555555557,27.944444444444443,5.5,5.4,13.6,28.6,31.0,24.222222222222218,0.48
5/30/20,24.055555555555557,27.16666666666667,4.6,4.8,9.7,11.7,30.61111111111111,24.222222222222218,0.2
5/31/20,23.666666666666664,25.833333333333332,5.0,4.7,15.5,25.3,31.61111111111111,24.0,3.56
6/1/20,23.333333333333332,25.666666666666668,4.9,4.7,19.4,33.0,31.61111111111111,24.222222222222218,0.42
6/2/20,23.166666666666668,26.722222222222218,5.9,4.8,11.7,17.5,30.27777777777778,24.499999999999996,0.04
6/3/20,23.333333333333332,26.555555555555557,6.0,5.2,17.5,25.1,33.0,23.72222222222222,0.77
6/4/20,23.944444444444443,30.22222222222222,6.3,7.4,13.6,35.9,34.0,23.72222222222222,0.3
6/5/20,22.944444444444443,26.999999999999996,6.5,6.2,13.6,33.6,35.0,23.72222222222222,1.78
6/6/20,23.555555555555557,25.833333333333332,4.2,4.6,15.5,27.0,32.111111111111114,23.000000000000004,1.22
6/7/20,24.111111111111114,26.27777777777778,4.1,5.1,9.7,20.4,28.000000000000004,23.000000000000004,0.85
6/8/20,23.88888888888889,26.11111111111111,5.0,4.6,11.7,28.9,28.000000000000004,23.88888888888889,1.28
6/9/20,23.388888888888886,25.611111111111107,4.8,4.6,13.6,25.3,30.0,23.000000000000004,0.75
6/10/20,24.0,28.111111111111107,5.7,3.3,11.7,24.5,33.111111111111114,23.277777777777782,0.32
6/11/20,23.555555555555557,30.333333333333332,6.6,5.6,9.3,14.2,35.0,24.88888888888889,0.0
6/12/20,22.83333333333333,30.944444444444443,6.7,4.4,7.8,13.0,34.611111111111114,24.61111111111111,0.0
6/13/20,23.72222222222222,30.22222222222222,6.7,6.7,11.7,18.1,34.611111111111114,24.499999999999996,0.11
6/14/20,23.333333333333332,27.16666666666667,5.9,5.6,11.7,22.3,32.611111111111114,25.0,0.28
6/15/20,23.88888888888889,28.444444444444443,6.1,5.8,19.4,33.0,33.0,23.77777777777778,1.21
6/16/20,23.000000000000004,28.72222222222222,6.6,6.4,13.6,30.1,33.0,23.77777777777778,0.71
6/17/20,23.555555555555557,26.888888888888893,6.2,4.8,13.6,25.3,33.0,24.0,0.45
6/18/20,23.833333333333336,29.555555555555557,6.6,5.6,14.4,28.4,34.0,24.27777777777778,0.01
6/19/20,23.555555555555557,30.38888888888889,6.7,4.1,13.6,16.9,34.0,26.11111111111111,0.0
6/20/20,22.666666666666668,30.944444444444443,6.7,5.8,9.7,17.7,35.0,25.72222222222222,0.0
6/21/20,23.166666666666668,31.5,6.7,7.5,13.6,15.3,35.0,26.0,0.01
6/22/20,23.833333333333336,31.833333333333332,6.7,7.7,11.7,17.7,36.0,27.5,0.01
6/23/20,23.22222222222222,32.05555555555556,6.7,7.2,13.6,17.7,36.0,28.111111111111107,0.0
6/24/20,23.61111111111111,31.944444444444443,6.7,9.0,12.8,19.6,35.0,28.277777777777782,0.0
6/25/20,23.5,28.22222222222222,6.6,7.1,19.4,29.1,34.111111111111114,24.0,0.69
6/26/20,23.388888888888886,31.444444444444443,6.7,8.1,13.6,20.4,35.0,24.27777777777778,0.11
6/27/20,23.000000000000004,31.22222222222222,6.7,6.7,13.8,21.4,35.0,27.61111111111111,0.0
6/28/20,22.77777777777778,31.38888888888889,6.7,6.9,11.7,17.5,35.0,26.888888888888893,0.0
6/29/20,23.5,31.38888888888889,6.5,4.9,12.4,17.5,36.0,26.22222222222222,0.0
6/30/20,23.111111111111107,32.0,6.7,4.9,7.8,17.5,36.0,26.22222222222222,0.0
7/1/20,24.166666666666668,29.72222222222222,6.5,5.1,11.7,16.9,35.27777777777778,26.38888888888889,0.0
7/2/20,24.61111111111111,28.944444444444443,6.5,5.4,11.7,27.0,33.388888888888886,26.11111111111111,0.17
7/3/20,24.055555555555557,27.61111111111111,6.4,4.5,13.6,24.9,32.0,25.0,0.73
7/4/20,24.444444444444443,27.666666666666668,6.2,3.5,6.4,20.4,31.38888888888889,25.38888888888889,0.71
7/5/20,24.222222222222218,29.72222222222222,6.3,5.6,13.6,19.6,34.0,25.27777777777778,0.33
7/6/20,23.333333333333332,30.77777777777778,6.6,6.2,11.7,16.7,35.0,25.38888888888889,0.07
7/7/20,23.055555555555557,31.22222222222222,6.4,8.0,11.7,23.3,34.111111111111114,26.5,0.0
7/8/20,23.72222222222222,31.055555555555557,6.7,8.2,11.7,17.1,34.111111111111114,27.77777777777778,0.0
7/9/20,23.166666666666668,31.61111111111111,6.7,9.6,15.5,22.5,34.0,28.388888888888886,0.0
7/10/20,23.61111111111111,30.88888888888889,6.7,7.7,11.7,21.4,34.0,28.61111111111111,0.0
7/11/20,23.444444444444443,31.333333333333332,6.7,9.5,13.6,22.9,36.0,28.000000000000004,0.0
7/12/20,22.88888888888889,31.88888888888889,6.7,7.0,11.7,18.8,36.0,26.27777777777778,0.0
7/13/20,22.444444444444446,32.44444444444444,6.7,4.0,5.8,18.8,37.388888888888886,25.888888888888886,0.0
7/14/20,22.5,33.5,6.5,4.7,9.7,21.4,38.0,26.0,0.0
7/15/20,21.944444444444443,32.94444444444444,6.7,7.6,11.7,16.9,38.0,28.111111111111107,0.0
7/16/20,22.11111111111111,32.5,6.7,8.1,11.7,20.6,37.0,28.000000000000004,0.0
7/17/20,22.11111111111111,32.388888888888886,6.7,9.6,13.6,25.3,37.0,28.277777777777782,0.0
7/18/20,22.666666666666668,32.166666666666664,6.7,8.8,11.7,22.9,37.0,28.000000000000004,0.0
7/19/20,22.722222222222225,31.833333333333332,6.7,7.2,15.5,19.0,37.0,27.77777777777778,0.0
7/20/20,22.722222222222225,31.666666666666668,6.7,6.6,9.7,19.0,36.0,27.722222222222225,0.0
7/21/20,21.999999999999996,31.444444444444443,6.7,4.4,23.3,999.9,36.0,25.222222222222225,0.0
7/22/20,22.944444444444443,30.833333333333332,6.5,4.6,9.7,13.4,35.5,25.222222222222225,0.03
7/23/20,22.88888888888889,32.333333333333336,6.7,4.0,9.7,17.5,37.0,25.888888888888886,0.0
7/24/20,22.444444444444446,33.22222222222222,6.7,4.2,7.8,13.2,37.72222222222222,25.611111111111107,0.0
7/25/20,23.000000000000004,33.44444444444444,6.7,5.9,9.7,13.2,38.0,26.77777777777778,0.0
7/26/20,23.055555555555557,32.5,6.7,6.5,10.1,14.4,37.111111111111114,27.722222222222225,0.0
7/27/20,22.666666666666668,32.333333333333336,7.2,6.4,11.7,17.9,37.0,28.277777777777782,0.0
7/28/20,22.666666666666668,32.611111111111114,6.7,6.0,11.7,21.4,38.0,25.777777777777782,0.17
7/29/20,21.888888888888893,31.61111111111111,6.7,4.6,19.4,29.1,38.0,25.27777777777778,0.26
7/30/20,21.722222222222218,31.22222222222222,7.2,5.9,13.6,19.0,37.888888888888886,25.11111111111111,0.0
7/31/20,22.277777777777775,29.444444444444443,6.7,8.5,15.5,25.3,35.22222222222222,25.611111111111107,0.18
8/1/20,22.88888888888889,27.944444444444443,6.6,9.3,15.5,29.1,33.0,24.777777777777775,0.6
8/2/20,23.333333333333332,28.111111111111107,6.6,6.7,11.7,21.4,32.0,24.777777777777775,0.14
8/3/20,23.666666666666664,28.277777777777782,6.6,5.0,9.7,13.4,33.0,25.11111111111111,0.19
8/4/20,24.0,28.055555555555557,5.9,5.0,15.5,999.9,33.611111111111114,25.11111111111111,0.22
8/5/20,23.61111111111111,26.055555555555557,5.4,5.4,8.4,20.8,33.611111111111114,24.499999999999996,1.4
8/6/20,23.833333333333336,29.88888888888889,6.3,4.4,11.7,16.3,34.0,24.27777777777778,0.22
8/7/20,23.166666666666668,30.5,6.7,4.5,7.8,13.6,34.77777777777778,25.222222222222225,0.0
8/8/20,22.5,31.555555555555557,6.7,4.1,7.8,12.2,35.72222222222222,25.0,0.0
8/9/20,22.555555555555554,31.88888888888889,6.7,4.7,9.7,16.7,37.0,25.611111111111107,0.0
8/10/20,22.88888888888889,32.05555555555556,6.7,5.6,10.5,16.7,36.77777777777778,27.11111111111111,0.0
8/11/20,23.833333333333336,30.333333333333332,6.3,6.6,11.7,20.0,35.72222222222222,24.0,1.65
8/12/20,23.61111111111111,27.333333333333332,6.2,6.0,15.5,22.0,33.388888888888886,24.0,0.56
8/13/20,23.61111111111111,28.000000000000004,6.5,5.7,13.6,22.9,32.388888888888886,24.388888888888893,0.07
8/14/20,23.72222222222222,28.72222222222222,6.3,3.4,13.6,27.0,33.0,25.500000000000004,0.06
8/15/20,23.61111111111111,27.944444444444443,6.2,3.6,8.4,16.7,32.888888888888886,25.222222222222225,0.05
8/16/20,22.22222222222222,29.38888888888889,6.7,5.4,13.6,22.3,34.0,24.222222222222218,0.01
8/17/20,23.000000000000004,28.444444444444443,6.4,3.1,11.5,21.6,34.0,24.222222222222218,0.02
8/18/20,22.5,28.555555555555557,6.0,6.2,9.7,22.3,34.0,23.88888888888889,0.53
8/19/20,23.277777777777782,26.38888888888889,5.7,6.8,17.5,28.4,33.111111111111114,23.88888888888889,0.6
8/20/20,23.72222222222222,28.88888888888889,6.5,3.7,9.7,15.3,34.0,24.61111111111111,0.0
8/21/20,23.333333333333332,30.833333333333332,5.6,3.2,5.8,999.9,35.27777777777778,24.88888888888889,0.0
8/22/20,23.277777777777782,29.944444444444443,5.5,3.0,15.5,27.2,35.27777777777778,25.38888888888889,0.0
8/23/20,23.277777777777782,31.055555555555557,5.4,2.7,7.8,999.9,35.72222222222222,25.222222222222225,0.0
8/24/20,23.444444444444443,31.944444444444443,6.2,4.4,10.7,21.8,36.27777777777778,25.888888888888886,0.4
8/25/20,23.72222222222222,32.05555555555556,6.3,5.4,10.3,21.8,36.27777777777778,26.0,0.0
8/26/20,23.444444444444443,28.77777777777778,6.1,4.2,13.6,21.0,36.0,24.0,2.15
8/27/20,23.000000000000004,29.61111111111111,6.4,3.8,7.8,999.9,34.77777777777778,23.88888888888889,0.0
8/28/20,21.833333333333332,31.166666666666668,5.8,3.4,7.8,12.0,36.22222222222222,24.777777777777775,0.0
8/29/20,22.666666666666668,31.22222222222222,5.2,3.2,9.7,11.7,36.22222222222222,24.72222222222222,0.0
8/30/20,22.11111111111111,31.555555555555557,5.3,4.5,9.7,15.5,36.0,25.0,0.02
8/31/20,23.555555555555557,30.166666666666668,5.4,3.9,11.7,16.9,35.77777777777778,25.72222222222222,0.02
9/1/20,23.388888888888886,30.11111111111111,5.9,3.3,15.5,25.3,36.111111111111114,25.38888888888889,0.0
9/2/20,22.444444444444446,31.5,5.4,3.7,7.8,15.2,36.111111111111114,25.222222222222225,0.0
9/3/20,22.944444444444443,31.88888888888889,5.3,3.3,6.8,14.4,36.77777777777778,24.88888888888889,0.0
9/4/20,23.72222222222222,27.722222222222225,3.9,5.5,13.6,23.3,36.77777777777778,24.0,0.82
9/5/20,23.333333333333332,27.333333333333332,4.7,3.4,15.5,999.9,32.888888888888886,24.111111111111114,0.02
9/6/20,23.5,30.11111111111111,4.5,4.0,6.4,12.6,34.111111111111114,24.0,0.01
9/7/20,23.833333333333336,27.61111111111111,5.0,4.2,9.7,21.8,34.111111111111114,25.11111111111111,3.14
9/8/20,23.666666666666664,26.555555555555557,5.6,3.2,9.7,11.5,32.77777777777778,25.0,0.17
9/9/20,23.166666666666668,26.999999999999996,4.9,3.2,11.7,11.8,32.0,24.72222222222222,0.36
9/10/20,23.111111111111107,29.055555555555557,5.2,4.4,11.7,17.5,34.0,24.61111111111111,0.01
9/11/20,23.277777777777782,28.61111111111111,5.4,5.8,15.5,18.8,34.0,23.61111111111111,1.78
9/12/20,23.666666666666664,27.055555555555557,6.4,3.4,7.8,16.3,33.22222222222222,23.5,1.44
9/13/20,23.5,27.38888888888889,5.5,4.1,11.7,16.7,33.22222222222222,23.388888888888886,0.96
9/14/20,23.666666666666664,27.61111111111111,5.3,3.9,9.7,14.4,32.611111111111114,24.499999999999996,0.68
9/15/20,23.5,25.944444444444443,5.5,3.8,9.7,10.1,32.611111111111114,24.0,1.24
9/16/20,24.222222222222218,27.77777777777778,6.4,4.2,11.7,13.0,33.0,24.0,0.1
9/17/20,23.833333333333336,29.666666666666668,6.5,4.5,9.7,18.8,34.27777777777778,24.388888888888893,0.01
9/18/20,22.77777777777778,26.333333333333336,5.5,6.7,11.7,17.1,34.27777777777778,24.0,1.09
9/19/20,23.5,26.722222222222218,6.5,4.8,13.6,29.9,32.0,24.0,0.61
9/20/20,23.88888888888889,28.666666666666668,5.4,3.4,7.8,13.6,33.388888888888886,24.27777777777778,0.02
9/21/20,24.27777777777778,27.38888888888889,5.6,3.8,9.7,19.4,33.388888888888886,25.0,0.02
9/22/20,24.222222222222218,28.22222222222222,5.7,3.0,9.7,14.2,32.77777777777778,25.0,0.24
9/23/20,22.11111111111111,27.055555555555557,5.5,4.7,11.7,12.4,32.27777777777778,23.22222222222222,0.19
9/24/20,19.333333333333332,25.444444444444443,6.7,6.1,11.7,16.7,32.27777777777778,22.722222222222225,0.01
9/25/20,20.666666666666668,26.722222222222218,6.6,3.5,7.8,12.0,30.27777777777778,22.5,0.0
9/26/20,21.5,25.0,5.4,4.8,7.8,12.0,30.27777777777778,21.999999999999996,0.68
9/27/20,19.499999999999996,23.555555555555557,6.5,3.7,10.5,15.9,29.27777777777778,21.999999999999996,0.01
9/28/20,21.666666666666668,25.888888888888886,6.7,3.0,5.8,12.2,28.388888888888886,21.999999999999996,0.0
9/29/20,23.111111111111107,28.055555555555557,5.4,2.5,5.8,999.9,31.0,23.277777777777782,0.02
9/30/20,21.77777777777778,25.666666666666668,5.4,4.7,13.6,23.3,31.0,23.000000000000004,0.02
10/1/20,21.833333333333332,25.833333333333332,5.7,3.0,7.8,12.0,30.38888888888889,22.722222222222225,0.06
10/2/20,21.444444444444443,28.333333333333332,5.7,3.6,7.8,13.8,33.0,22.38888888888889,0.01
10/3/20,21.999999999999996,29.0,6.0,2.3,5.8,13.8,33.388888888888886,22.38888888888889,0.0
10/4/20,21.999999999999996,29.27777777777778,5.5,5.3,11.7,16.5,34.0,23.61111111111111,0.0
10/5/20,18.444444444444443,26.11111111111111,6.7,9.0,11.7,17.5,33.388888888888886,21.722222222222218,0.0
10/6/20,16.0,23.833333333333336,6.7,8.9,11.7,14.4,29.27777777777778,19.88888888888889,0.0
10/7/20,14.833333333333334,23.000000000000004,6.7,11.4,15.5,23.1,26.722222222222218,19.777777777777775,0.0
10/8/20,14.444444444444445,22.83333333333333,6.7,10.9,15.5,23.1,26.0,20.11111111111111,0.0
10/9/20,14.222222222222221,22.944444444444443,6.7,8.4,13.6,20.4,26.999999999999996,19.777777777777775,0.0
10/10/20,15.555555555555555,25.11111111111111,6.6,4.9,9.7,16.5,30.0,19.222222222222218,0.0
10/11/20,16.555555555555557,26.888888888888893,6.6,4.7,11.7,15.5,31.27777777777778,18.88888888888889,0.0
10/12/20,15.11111111111111,28.055555555555557,6.7,10.5,13.6,15.2,32.0,20.72222222222222,0.0
10/13/20,19.555555555555557,25.444444444444443,6.6,7.3,13.6,22.3,31.72222222222222,22.38888888888889,0.08
10/14/20,20.222222222222225,26.055555555555557,6.7,4.4,7.8,16.9,28.5,22.38888888888889,0.0
10/15/20,18.77777777777778,26.77777777777778,6.7,6.4,11.7,14.6,31.0,23.111111111111107,0.0
10/16/20,16.833333333333332,25.666666666666668,6.2,11.8,17.5,23.3,31.0,20.38888888888889,0.0
10/17/20,13.833333333333334,22.722222222222225,6.7,12.1,15.5,21.6,30.38888888888889,18.5,0.0
10/18/20,13.944444444444445,22.83333333333333,6.7,11.1,15.5,20.8,26.999999999999996,18.277777777777782,0.0
10/19/20,13.333333333333334,22.444444444444446,6.7,10.4,15.5,20.8,26.999999999999996,17.61111111111111,0.0
10/20/20,14.055555555555554,22.5,6.7,9.7,15.5,25.3,26.999999999999996,17.38888888888889,0.0
10/21/20,12.777777777777779,22.444444444444446,6.7,12.0,17.5,28.6,26.38888888888889,18.61111111111111,0.0
10/22/20,9.666666666666666,23.333333333333332,6.7,13.8,23.3,28.4,26.999999999999996,19.111111111111114,0.0
10/23/20,4.8888888888888875,23.72222222222222,6.7,12.5,17.5,27.2,28.000000000000004,18.72222222222222,0.0
10/24/20,8.38888888888889,23.055555555555557,6.7,5.8,13.6,19.8,26.22222222222222,18.88888888888889,0.0
10/25/20,12.777777777777779,24.0,6.7,3.3,6.2,11.8,28.000000000000004,17.5,0.0
10/26/20,13.555555555555555,26.5,6.2,4.4,9.7,17.5,32.0,17.27777777777778,0.0
10/27/20,15.166666666666666,26.722222222222218,6.5,4.2,9.7,18.3,32.0,18.111111111111107,0.0
10/28/20,16.944444444444443,25.38888888888889,6.4,5.7,11.7,20.4,30.88888888888889,19.27777777777778,0.08
10/29/20,18.22222222222222,21.333333333333336,4.0,6.5,11.7,15.7,27.77777777777778,19.777777777777775,0.25
10/30/20,16.944444444444443,23.055555555555557,4.6,3.3,9.7,16.7,26.0,19.222222222222218,0.0
10/31/20,17.11111111111111,23.88888888888889,5.0,2.4,5.8,16.7,28.000000000000004,19.222222222222218,0.0
11/1/20,16.72222222222222,25.27777777777778,4.9,3.7,9.7,11.3,30.0,19.222222222222218,0.0
11/2/20,13.944444444444445,23.388888888888886,6.4,10.5,15.5,23.3,28.88888888888889,18.61111111111111,0.0
11/3/20,12.111111111111109,23.111111111111107,6.7,8.7,13.6,17.7,27.38888888888889,18.277777777777782,0.0
11/4/20,12.777777777777779,22.5,5.6,3.9,7.8,12.4,26.27777777777778,16.88888888888889,0.0
11/5/20,14.777777777777779,23.055555555555557,5.6,3.4,7.8,14.8,28.000000000000004,16.38888888888889,0.0
11/6/20,13.722222222222223,25.611111111111107,5.9,7.5,13.6,19.0,30.0,16.72222222222222,0.0
11/7/20,12.833333333333334,25.833333333333332,6.6,11.5,15.5,23.7,30.0,18.72222222222222,0.0
11/8/20,5.1111111111111125,24.66666666666667,6.7,11.6,15.5,23.7,29.61111111111111,19.88888888888889,0.0
11/9/20,3.555555555555555,22.666666666666668,6.7,10.4,15.5,22.7,28.88888888888889,17.5,0.0
11/10/20,5.555555555555555,21.5,6.7,6.6,11.7,15.7,27.22222222222222,14.5,0.0
11/11/20,7.222222222222222,21.77777777777778,6.7,5.5,11.7,16.5,26.999999999999996,12.888888888888891,0.0
11/12/20,7.166666666666667,22.61111111111111,6.7,8.5,15.5,16.3,28.000000000000004,12.888888888888891,0.0
11/13/20,9.055555555555554,24.222222222222218,6.6,9.5,15.5,17.3,28.000000000000004,14.777777777777779,0.0
11/14/20,14.944444444444445,19.88888888888889,6.2,7.1,15.5,999.9,26.22222222222222,17.88888888888889,0.01
11/15/20,18.055555555555557,21.38888888888889,5.2,3.3,5.8,10.7,24.0,17.77777777777778,0.08
11/16/20,19.444444444444443,25.166666666666668,4.7,2.6,5.8,999.9,31.0,18.111111111111107,0.0
11/17/20,19.944444444444446,24.833333333333332,5.3,2.9,7.8,11.3,29.72222222222222,19.61111111111111,0.0
11/18/20,21.333333333333336,26.27777777777778,6.3,3.6,7.8,10.9,30.0,20.38888888888889,0.04
11/19/20,21.77777777777778,26.22222222222222,5.6,3.2,5.8,999.9,31.0,21.5,0.01
11/20/20,21.833333333333332,26.833333333333332,5.0,3.4,5.8,999.9,32.0,21.38888888888889,0.0
11/21/20,21.611111111111114,26.27777777777778,6.6,5.2,9.7,12.6,30.72222222222222,22.11111111111111,0.04
11/22/20,18.61111111111111,24.66666666666667,6.2,7.3,11.7,19.0,31.0,19.0,0.0
11/23/20,13.944444444444445,19.833333333333332,6.7,7.8,11.7,19.0,30.72222222222222,17.72222222222222,0.0
11/24/20,14.055555555555554,21.11111111111111,6.7,5.7,11.7,15.3,26.0,17.22222222222222,0.0
11/25/20,16.555555555555557,23.000000000000004,6.7,3.6,5.8,10.7,29.0,17.22222222222222,0.0
11/26/20,15.277777777777779,21.5,6.2,8.6,13.6,18.6,28.000000000000004,16.22222222222222,0.0
11/27/20,11.222222222222223,18.833333333333336,6.7,12.7,15.5,21.4,27.722222222222225,14.11111111111111,0.0
11/28/20,9.888888888888888,18.055555555555557,6.7,11.9,17.5,24.5,23.61111111111111,14.11111111111111,0.0
11/29/20,8.277777777777779,15.944444444444445,6.7,10.4,13.6,24.5,23.22222222222222,12.111111111111109,0.0
11/30/20,8.277777777777779,16.22222222222222,7.2,11.0,15.5,21.4,21.999999999999996,11.88888888888889,0.0
12/1/20,9.38888888888889,17.055555555555557,6.7,8.2,13.6,16.7,22.11111111111111,12.277777777777779,0.0
12/2/20,9.11111111111111,17.11111111111111,6.6,11.4,15.5,22.0,22.277777777777775,11.500000000000002,0.0
12/3/20,6.333333333333332,15.0,6.7,12.9,17.5,24.9,22.277777777777775,10.222222222222221,0.0
12/4/20,4.8888888888888875,13.444444444444446,6.7,12.0,17.5,24.9,18.388888888888886,9.38888888888889,0.0
12/5/20,6.0555555555555545,14.166666666666666,6.3,7.4,11.7,18.6,20.0,9.222222222222221,0.0
12/6/20,8.499999999999998,16.38888888888889,6.0,4.3,8.0,14.0,21.5,8.61111111111111,0.0
12/7/20,8.444444444444446,16.944444444444443,6.4,9.9,13.6,18.8,22.722222222222225,10.222222222222221,0.0
12/8/20,8.166666666666668,16.666666666666668,6.3,7.9,11.7,20.0,22.722222222222225,11.222222222222223,0.0
12/9/20,10.61111111111111,18.944444444444443,6.3,5.0,9.7,13.8,21.999999999999996,11.38888888888889,0.0
12/10/20,11.833333333333332,20.777777777777782,6.6,5.8,9.7,14.2,23.61111111111111,13.222222222222221,0.0
12/11/20,13.38888888888889,20.444444444444443,6.4,6.7,11.7,15.9,24.72222222222222,17.0,0.01
12/12/20,12.888888888888891,20.055555555555554,5.8,5.1,9.7,15.9,24.72222222222222,17.0,0.01
12/13/20,15.61111111111111,18.61111111111111,3.7,5.6,15.5,21.8,22.88888888888889,14.000000000000002,0.03
12/14/20,7.666666666666665,10.88888888888889,6.6,13.4,17.5,22.9,22.5,7.000000000000001,0.03
12/15/20,4.166666666666667,9.888888888888888,6.7,10.7,13.6,20.0,13.777777777777777,6.7777777777777795,0.0
12/16/20,3.7222222222222237,9.944444444444445,6.7,11.3,13.6,21.6,14.61111111111111,7.5,0.0
12/17/20,5.0,10.222222222222221,6.7,7.4,9.7,21.0,14.61111111111111,7.777777777777778,0.0
12/18/20,4.777777777777779,11.777777777777779,6.7,12.9,17.5,25.3,16.5,8.0,0.0
12/19/20,1.6666666666666667,11.61111111111111,6.7,14.4,19.4,25.4,16.5,8.222222222222221,0.0
12/20/20,-0.33333333333333415,12.833333333333334,6.7,13.6,17.5,25.6,17.0,8.61111111111111,0.0
12/21/20,1.0555555555555547,13.722222222222223,6.3,9.4,17.5,25.6,18.77777777777778,8.222222222222221,0.0
12/22/20,7.166666666666667,16.77777777777778,6.5,3.6,7.8,12.2,20.611111111111107,8.61111111111111,0.0
12/23/20,11.11111111111111,19.333333333333332,6.6,6.1,11.7,15.5,24.0,10.111111111111112,0.0
12/24/20,11.277777777777777,17.11111111111111,6.1,9.1,13.6,17.5,23.000000000000004,14.61111111111111,0.01
12/25/20,9.611111111111109,17.166666666666668,5.6,4.1,7.8,14.8,20.611111111111107,14.277777777777779,0.0
12/26/20,12.333333333333336,19.111111111111114,4.9,3.2,5.8,999.9,22.5,14.5,0.0
12/27/20,13.499999999999998,20.666666666666668,4.5,2.9,4.7,999.9,26.999999999999996,14.11111111111111,0.0
12/28/20,13.666666666666666,21.11111111111111,5.9,4.2,7.8,12.0,28.000000000000004,13.61111111111111,0.0
12/29/20,10.722222222222221,18.944444444444443,5.2,10.1,25.3,40.4,26.999999999999996,10.0,0.0
12/30/20,-3.277777777777777,10.0,6.7,15.1,21.4,40.4,15.0,3.4999999999999982,0.0
12/31/20,-10.5,8.833333333333334,6.7,9.7,15.5,29.9,14.222222222222221,1.3888888888888888,0.0
1/1/21,-7.388888888888889,9.722222222222221,6.7,4.9,9.7,11.3,15.5,1.1111111111111112,0.0
1/2/21,-3.6666666666666674,11.777777777777779,6.7,2.7,5.8,14.2,19.0,2.3888888888888875,0.0
1/3/21,-0.8333333333333334,16.77777777777778,6.5,6.0,9.7,18.3,21.999999999999996,4.2777777777777795,0.0
1/4/21,1.5000000000000016,17.444444444444443,6.7,5.1,9.7,12.6,21.22222222222222,6.722222222222223,0.0
1/5/21,1.3333333333333326,17.61111111111111,6.7,9.5,13.6,14.0,23.22222222222222,12.0,0.0
1/6/21,3.3333333333333335,15.61111111111111,6.0,8.1,13.6,14.0,23.22222222222222,10.88888888888889,0.0
1/7/21,0.44444444444444287,9.055555555555554,6.1,16.2,19.4,24.9,20.222222222222225,4.222222222222223,0.0
1/8/21,-7.944444444444445,6.722222222222223,6.5,14.0,17.5,27.2,13.222222222222221,4.222222222222223,0.0
1/9/21,-11.333333333333334,9.944444444444445,6.7,8.9,13.6,21.4,12.277777777777779,4.777777777777779,0.0
1/10/21,-8.944444444444445,9.666666666666666,6.7,10.5,17.5,21.0,12.277777777777779,5.1111111111111125,0.0
1/11/21,-4.0,6.555555555555554,6.6,7.9,13.6,27.4,12.277777777777779,4.000000000000002,0.0
1/12/21,-6.0,9.333333333333332,6.5,6.2,17.5,20.6,16.38888888888889,1.2222222222222239,0.0
1/13/21,-2.333333333333333,12.111111111111109,6.3,2.9,5.8,999.9,20.0,1.2222222222222239,0.0
1/14/21,0.11111111111111269,14.055555555555554,5.5,2.7,5.8,999.9,21.999999999999996,2.2777777777777786,0.0
1/15/21,5.999999999999998,15.61111111111111,4.0,3.0,4.7,999.9,23.22222222222222,4.111111111111111,0.0
1/16/21,5.999999999999998,17.944444444444443,3.8,6.6,21.4,31.1,23.22222222222222,6.888888888888888,0.0
1/17/21,-1.555555555555556,13.222222222222221,5.7,12.3,21.4,31.1,22.88888888888889,6.222222222222224,0.0
1/18/21,-0.4999999999999992,12.333333333333336,6.3,4.9,7.8,17.9,18.111111111111107,4.722222222222222,0.0
1/19/21,2.333333333333335,15.0,6.0,3.0,5.8,10.9,21.0,4.2777777777777795,0.0
1/20/21,9.277777777777779,19.111111111111114,4.3,2.9,5.8,999.9,24.0,5.222222222222221,0.0
1/21/21,14.722222222222221,19.777777777777775,5.2,5.3,9.7,12.6,24.222222222222218,10.0,0.0
1/22/21,15.38888888888889,19.388888888888893,6.4,5.4,9.7,12.6,24.222222222222218,15.0,0.0
1/23/21,11.166666666666666,19.222222222222218,5.3,6.0,11.7,17.5,25.38888888888889,13.722222222222223,0.0
1/24/21,12.777777777777779,19.944444444444446,5.6,6.1,11.7,12.4,25.38888888888889,13.61111111111111,0.0
1/25/21,14.000000000000002,20.888888888888886,5.8,3.7,9.7,13.6,26.11111111111111,14.222222222222221,0.0
1/26/21,11.055555555555555,19.444444444444443,5.8,7.6,13.6,17.9,26.11111111111111,14.777777777777779,0.0
1/27/21,11.333333333333334,19.333333333333332,6.2,3.7,11.7,17.9,26.0,13.38888888888889,0.0
1/28/21,6.0555555555555545,15.777777777777779,5.8,10.9,15.5,25.1,23.61111111111111,9.722222222222221,0.0
